"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Romelu Lukaku","Inter","BEL","FW",NA,29,6,16,2,2,49,20,40.8,0.16,0.4,15,0,73,59,14,11,9,2
"Ronaldo Vieira","Sampdoria","ENG","MF",NA,24,0,0,0,0,5,1,20,0,0,23.8,0,0,0,0,0,0,0
"Ronaldo Vieira","Sampdoria","ENG","MF",NA,24,0,0,0,0,5,1,20,0,0,23.8,0,10,8,2,0,0,0
"Ronaldo Vieira","Torino","ENG","MF",NA,24,0,0,0,0,5,1,20,0,0,23.8,0,0,0,0,0,0,0
"Ronaldo Vieira","Torino","ENG","MF",NA,24,0,0,0,0,5,1,20,0,0,23.8,0,10,8,2,0,0,0
"Ruan","Sassuolo","BRA","DF",NA,23,0,0,0,0,5,1,20,0,0,10.4,0,6,6,0,0,0,0
"Rui Patrício","Roma","POR","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0
"Ruslan Malinovskyi","Atalanta","UKR","MF","FW",29,2,3,0,0,19,6,31.6,0.05,0.17,25.6,0,26,16,10,2,2,0
"Salvador Ferrer","Spezia","ESP","DF",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0
"Salvatore Esposito","Spezia","ITA","MF",NA,21,0,1,0,0,14,2,14.3,0.07,0.5,28.5,11,28,13,15,0,0,0
"Salvatore Molina","Monza","ITA","DF",NA,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,1,0
"Salvatore Sirigu","Fiorentina","ITA","GK",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Sam Lammers","Sampdoria","NED","FW",NA,25,1,2,0,0,23,8,34.8,0.04,0.13,11.6,0,25,18,7,1,1,0
"Sam Lammers","Sampdoria","NED","FW",NA,25,1,2,0,0,23,8,34.8,0.04,0.13,11.6,0,28,23,5,1,1,0
"Sam Lammers","Sampdoria","NED","FW",NA,25,1,2,0,0,28,7,25,0.04,0.14,15.5,0,25,18,7,1,1,0
"Sam Lammers","Sampdoria","NED","FW",NA,25,1,2,0,0,28,7,25,0.04,0.14,15.5,0,28,23,5,1,1,0
"Sam Lammers","Empoli","NED","FW",NA,25,1,2,0,0,23,8,34.8,0.04,0.13,11.6,0,25,18,7,1,1,0
"Sam Lammers","Empoli","NED","FW",NA,25,1,2,0,0,23,8,34.8,0.04,0.13,11.6,0,28,23,5,1,1,0
"Sam Lammers","Empoli","NED","FW",NA,25,1,2,0,0,28,7,25,0.04,0.14,15.5,0,25,18,7,1,1,0
"Sam Lammers","Empoli","NED","FW",NA,25,1,2,0,0,28,7,25,0.04,0.14,15.5,0,28,23,5,1,1,0
"Samir Handanović","Inter","SVN","GK",NA,38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,0
"Samir Ujkani","Empoli","KVX","GK",NA,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Samuel Di Carmine","Cremonese","ITA","FW","MF",33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Samuel Iling-Junior","Juventus","ENG","DF","FW",18,1,2,0,0,4,1,25,0.25,1,22.4,0,14,11,3,4,3,1
"Samuel Ntanda","Sampdoria","BEL","MF",NA,17,0,0,0,0,1,1,100,0,0,15.4,0,1,0,1,0,0,0
"Samuel Umtiti","Lecce","FRA","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,0,0,0
"Samuele Birindelli","Monza","ITA","DF",NA,23,1,1,0,0,14,4,28.6,0,0,17.6,0,35,30,5,4,4,0
"Samuele Perisan","Empoli","ITA","GK",NA,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Samuele Ricci","Torino","ITA","MF",NA,20,1,3,0,0,21,7,33.3,0.1,0.29,21.5,0,38,27,11,1,0,1
"Samuele Vignato","Monza","ITA","MF","FW",18,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0
"Sandi Lovrić","Udinese","SVN","MF",NA,24,6,11,0,0,71,18,25.4,0.07,0.28,22.3,4,87,53,34,9,6,3
"Sandro Tonali","Milan","ITA","MF",NA,22,7,9,0,0,32,14,43.8,0.06,0.14,22.2,6,101,62,39,13,9,4
"Santiago Ascacíbar","Cremonese","ARG","MF",NA,25,0,0,0,0,14,3,21.4,0,0,27.2,0,25,17,8,3,1,2
"Saša Lukić","Torino","SRB","MF",NA,25,0,2,1,1,15,3,20,0.07,0.33,20.2,1,44,35,9,2,2,0
"Sebastian Walukiewicz","Empoli","POL","DF",NA,22,0,0,0,0,2,1,50,0,0,7.2,0,4,4,0,0,0,0
"Sebastiano Luperto","Empoli","ITA","DF",NA,25,0,2,0,0,18,4,22.2,0.11,0.5,12.7,0,12,10,2,2,2,0
"Sergej Milinković-Savić","Lazio","SRB","MF",NA,27,8,17,0,0,64,19,29.7,0.14,0.47,17.3,8,79,67,12,13,12,1
"Sergiño Dest","Milan","USA","DF",NA,21,0,0,0,0,2,1,50,0,0,20.3,0,11,8,3,1,1,0
"Simon Kjær","Milan","DEN","DF",NA,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,0,0,0
"Simone Bastoni","Spezia","ITA","MF","DF",25,4,6,0,0,22,7,31.8,0.09,0.29,20.9,2,30,19,11,3,3,0
"Simone Pafundi","Udinese","ITA","MF","FW",16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0
"Simone Perilli","Hellas Verona","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Simone Romagnoli","Lecce","ITA","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Simone Verdi","Hellas Verona","ITA","MF","FW",30,0,5,1,1,29,10,34.5,0.14,0.4,20.9,6,47,25,22,0,0,0
"Sofyan Amrabat","Fiorentina","MAR","MF",NA,25,1,1,0,0,13,4,30.8,0,0,26.6,0,44,38,6,4,3,1
"Soualiho Meïté","Cremonese","FRA","MF",NA,28,2,2,0,0,17,3,17.6,0,0,24.4,0,45,38,7,3,3,0
"Stanislav Lobotka","Napoli","SVK","MF",NA,27,1,2,0,0,11,4,36.4,0.09,0.25,22.3,0,70,58,12,8,6,2
"Stefan de Vrij","Inter","NED","DF",NA,30,0,1,0,0,20,6,30,0.05,0.17,9,0,13,10,3,1,1,0
"Stefan Posch","Bologna","AUT","DF",NA,25,2,8,0,0,28,10,35.7,0.21,0.6,14.2,1,54,41,13,4,3,1
"Ștefan Radu","Lazio","ROU","FW",NA,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Stefano Sensi","Monza","ITA","MF",NA,26,1,4,0,0,18,7,38.9,0.17,0.43,24.8,4,63,38,25,8,7,1
"Stephan El Shaarawy","Roma","ITA","DF","MF",29,2,9,0,0,42,19,45.2,0.17,0.37,19.2,0,72,49,23,7,4,3
"Szymon Żurkowski","Fiorentina","POL","MF",NA,24,1,1,0,0,2,1,50,0,0,15.2,0,4,1,3,0,0,0
"Szymon Żurkowski","Fiorentina","POL","MF",NA,24,1,1,0,0,2,1,50,0,0,15.2,0,2,2,0,1,1,0
"Szymon Żurkowski","Fiorentina","POL","MF",NA,24,1,1,0,0,7,1,14.3,0,0,23.5,0,4,1,3,0,0,0
"Szymon Żurkowski","Fiorentina","POL","MF",NA,24,1,1,0,0,7,1,14.3,0,0,23.5,0,2,2,0,1,1,0
"Szymon Żurkowski","Spezia","POL","MF",NA,24,0,0,0,0,2,1,50,0,0,15.2,0,4,1,3,0,0,0
"Szymon Żurkowski","Spezia","POL","MF",NA,24,0,0,0,0,2,1,50,0,0,15.2,0,2,2,0,1,1,0
"Szymon Żurkowski","Spezia","POL","MF",NA,24,0,0,0,0,7,1,14.3,0,0,23.5,0,4,1,3,0,0,0
"Szymon Żurkowski","Spezia","POL","MF",NA,24,0,0,0,0,7,1,14.3,0,0,23.5,0,2,2,0,1,1,0
"Tammy Abraham","Roma","ENG","FW",NA,24,3,11,0,0,62,28,45.2,0.13,0.29,12,0,70,46,24,9,4,5
"Tanguy Ndombele","Napoli","FRA","MF",NA,25,0,1,0,0,16,2,12.5,0.06,0.5,22.4,0,20,15,5,0,0,0
"Telasco Segovia","Sampdoria","VEN","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Teun Koopmeiners","Atalanta","NED","MF",NA,24,4,14,4,2,55,23,41.8,0.15,0.35,21.9,6,132,85,47,17,10,7
"Theo Hernández","Milan","FRA","DF",NA,24,3,7,1,1,51,11,21.6,0.06,0.27,23.1,5,87,51,36,8,5,3
"Thomas Henry","Hellas Verona","FRA","FW",NA,27,0,2,0,0,18,5,27.8,0.11,0.4,17.4,0,22,16,6,0,0,0
"Tiemoué Bakayoko","Milan","FRA","MF",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Tio Cipot","Spezia","SVN","FW","MF",19,0,0,0,0,2,1,50,0,0,30,0,4,4,0,0,0,0
"Tolgay Arslan","Udinese","GER","MF",NA,31,0,1,0,0,25,5,20,0.04,0.2,21.1,1,44,30,14,0,0,0
"Toma Bašić","Lazio","CRO","MF",NA,25,0,1,0,0,11,5,45.5,0.09,0.2,19.6,0,13,7,6,0,0,0
"Tomás Rincón","Sampdoria","VEN","MF",NA,34,2,2,0,0,11,3,27.3,0,0,22,0,39,35,4,3,2,1
"Tommaso Augello","Sampdoria","ITA","DF",NA,27,5,7,0,0,11,4,36.4,0.18,0.5,14.5,0,77,54,23,7,6,1
"Tommaso Baldanzi","Empoli","ITA","MF",NA,19,0,4,0,0,33,12,36.4,0.12,0.33,20.1,0,60,38,22,4,4,0
"Tommaso Barbieri","Juventus","ITA","DF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Tommaso Cassandro","Lecce","ITA","DF",NA,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Tommaso De Nipoti","Atalanta","ITA","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Tommaso Milanese","Cremonese","ITA","MF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0
"Tommaso Pobega","Milan","ITA","MF",NA,23,0,2,0,0,20,5,25,0.1,0.4,18.7,0,22,15,7,2,2,0
"Tonny Vilhena","Salernitana","NED","MF",NA,27,1,5,0,0,31,9,29,0.13,0.44,26,1,53,37,16,3,3,0
"Tyronne Ebuehi","Empoli","NGA","DF",NA,26,4,6,0,0,19,4,21.1,0.11,0.5,10.9,0,29,22,7,4,3,1
"Valentin Antov","Monza","BUL","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1,1,0
"Valentin Carboni","Inter","ARG","MF","DF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Valentin Gendrey","Lecce","FRA","DF",NA,22,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,49,37,12,4,2,2
"Valentino Lazaro","Torino","AUT","DF",NA,26,3,3,0,0,7,2,28.6,0,0,14,0,51,33,18,4,3,1
"Valerio Verre","Sampdoria","ITA","MF",NA,28,0,0,0,0,14,3,21.4,0,0,25.3,0,30,22,8,0,0,0
"Vanja Milinković-Savić","Torino","SRB","GK",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,1,0
"Victor Osimhen","Napoli","NGA","FW",NA,23,4,30,3,2,132,52,39.4,0.18,0.46,12.8,1,80,54,26,9,6,3
"Viktor Kovalenko","Spezia","UKR","MF",NA,26,0,0,0,0,11,1,9.1,0,0,15.4,1,12,10,2,1,0,1
"Vincenzo Fiorillo","Salernitana","ITA","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Vivaldo Semedo","Udinese","POR","FW","MF",17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Vlad Chiricheș","Cremonese","ROU","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,1,1,0
"Walace","Udinese","BRA","MF",NA,27,1,1,0,0,32,6,18.8,0,0,26.4,0,53,43,10,6,5,1
"Warren Bondo","Monza","FRA","MF",NA,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,0,0
"Weston McKennie","Juventus","USA","MF","DF",23,1,2,0,0,8,4,50,0.13,0.25,10.1,0,18,15,3,1,1,0
"Wilfried Singo","Torino","CIV","DF",NA,21,1,3,0,0,34,10,29.4,0.06,0.2,14,0,45,29,16,4,2,2
"William Troost-Ekong","Salernitana","NGA","DF",NA,28,0,1,0,0,2,1,50,0.5,1,9,0,1,1,0,1,1,0
"Wladimiro Falcone","Lecce","ITA","GK",NA,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,4,2,0,0,0
"Wojciech Szczęsny","Juventus","POL","GK",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Yacine Adli","Milan","FRA","MF","FW",22,0,0,0,0,2,2,100,0,0,18.5,0,3,2,1,1,1,0
"Yann Karamoh","Torino","FRA","MF","FW",24,0,4,0,0,20,12,60,0.2,0.33,15.5,0,22,17,5,3,1,2
"Yayah Kallon","Hellas Verona","SLE","MF","FW",21,1,2,0,0,20,6,30,0.05,0.17,19.4,0,30,24,6,2,1,1
"Yıldırım Mert Çetin","Lecce","TUR","DF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Youssef Maleh","Fiorentina","MAR","MF",NA,23,0,0,0,0,6,1,16.7,0,0,21,0,11,8,3,1,1,0
"Youssef Maleh","Fiorentina","MAR","MF",NA,23,0,0,0,0,6,1,16.7,0,0,21,0,7,7,0,0,0,0
"Youssef Maleh","Lecce","MAR","MF",NA,23,1,1,0,0,6,1,16.7,0,0,21,0,11,8,3,1,1,0
"Youssef Maleh","Lecce","MAR","MF",NA,23,1,1,0,0,6,1,16.7,0,0,21,0,7,7,0,0,0,0
"Zeki Çelik","Roma","TUR","DF",NA,25,1,1,0,0,5,1,20,0,0,17.6,0,40,33,7,5,4,1
"Zlatan Ibrahimović","Milan","SWE","FW",NA,40,0,1,1,1,5,2,40,0,0,24.8,1,3,2,1,0,0,0
"Þórir Jóhann Helgason","Lecce","ISL","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,3,4,1,1,0
