"Player","Squad","Nation","Pos","Pos2","Age","Assists","Goals+Assists","Penalty_Attempted","Penalty_Scored","Shots","Shots_on_Target","Shots_on_Target_Percentage","Goals_per_Shot","Goals_per_Shot_on_Target","Average_Shot_Distance","Free_Kick_Shots","Shot_Creating_Actions","Live_Pass_Shot_Creation","Other_Type_Shot_Creation","Goal_Creating_Actions","Live_Pass_Goal_Creation","Other_Type_Goal_Creation"
"Tomáš Vaclík","Sevilla","CZE","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Toni Kroos","Real Madrid","GER","MF",NA,30,10,13,0,0,34,12,35.3,0.09,0.25,22.7,1,120,64,56,14,7,7
"Toni Lato","Valencia","ESP","DF",NA,22,0,1,0,0,2,2,100,0.5,0.5,11.9,0,8,5,3,1,0,1
"Toni Villa","Valladolid","ESP","MF","FW",25,0,2,0,0,15,5,33.3,0.13,0.4,19.1,0,46,28,18,4,1,3
"Toño","Levante","ESP","DF","FW",30,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,12,12,0,1,1,0
"Unai Arietaleanizbeaskoa","Eibar","ESP","FW","MF",21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0
"Unai Dufur","Eibar","ESP","DF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Unai García","Osasuna","ESP","DF",NA,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,8,5,3,1,1,0
"Unai López","Athletic Club","ESP","MF",NA,24,0,3,0,0,25,10,40,0.12,0.3,25.2,5,50,33,17,1,1,0
"Unai Núñez","Athletic Club","ESP","DF",NA,23,1,2,0,0,12,5,41.7,0.08,0.2,11.1,0,11,10,1,1,1,0
"Unai Simón","Athletic Club","ESP","GK",NA,23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,5,2,0,0,0
"Unai Vencedor Paris","Athletic Club","ESP","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,21,4,1,0,1
"Urko González","Real Sociedad","ESP","MF",NA,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Uroš Račić","Valencia","SRB","MF",NA,22,1,2,0,0,35,10,28.6,0.03,0.1,22.9,0,42,30,12,4,4,0
"Vicente Esquerdo","Valencia","ESP","MF",NA,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0
"Vicente Iborra","Villarreal","ESP","MF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,10,0,1,1,0
"Víctor Chust","Real Madrid","ESP","DF",NA,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0
"Víctor Díaz","Granada","ESP","DF",NA,32,2,2,0,0,5,1,20,0,0,26.6,0,11,7,4,3,2,1
"Víctor Laguardia","Alavés","ESP","DF",NA,30,1,1,0,0,8,3,37.5,0,0,9.2,0,11,9,2,3,3,0
"Victor Mollejo","Getafe","ESP","MF","DF",19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,3,3,0,0,0
"Víctor Rodríguez","Elche","ESP","MF",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,7,2,0,0,0
"Víctor Ruiz","Betis","ESP","DF",NA,31,0,2,0,0,4,4,100,0.5,0.5,11.5,0,6,5,1,0,0,0
"Vinicius Júnior","Real Madrid","BRA","FW",NA,20,3,6,0,0,40,13,32.5,0.08,0.23,14.1,0,73,52,21,8,4,4
"Vitolo","Atlético Madrid","ESP","MF","FW",30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,9,6,3,3,2,1
"Waldo Rubio","Valladolid","ESP","FW","MF",24,0,1,1,1,8,1,12.5,0,0,21.6,0,5,4,1,1,1,0
"William Carvalho","Betis","POR","MF",NA,28,0,2,0,0,15,6,40,0.13,0.33,18,0,25,19,6,3,1,2
"Willian José","Real Sociedad","BRA","FW",NA,28,1,4,1,0,13,8,61.5,0.23,0.38,11.8,0,14,10,4,1,0,1
"Xabier Etxeita","Getafe","ESP","DF",NA,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0
"Ximo Navarro","Alavés","ESP","DF",NA,30,1,2,0,0,13,3,23.1,0.08,0.33,25.9,0,30,19,11,4,1,3
"Yan Brice Eteki","Granada","CMR","MF",NA,22,0,0,0,0,7,3,42.9,0,0,21.2,0,6,3,3,0,0,0
"Yangel Herrera","Granada","VEN","MF",NA,22,1,4,0,0,33,7,21.2,0.09,0.43,18.1,0,42,34,8,4,3,1
"Yann Bodiger","Cádiz","FRA","MF",NA,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,2,3,0,0,0
"Yannick Carrasco","Atlético Madrid","BEL","DF","MF",26,10,16,0,0,43,24,55.8,0.14,0.25,17.2,1,94,57,37,18,11,7
"Yassine Bounou","Sevilla","MAR","GK",NA,29,0,1,0,0,1,1,100,1,1,9.2,0,3,3,0,0,0,0
"Yeray Álvarez","Athletic Club","ESP","DF",NA,25,0,1,0,0,10,1,10,0.1,1,14.4,0,12,10,2,0,0,0
"Yeremi Pino","Villarreal","ESP","FW","MF",17,1,4,0,0,13,5,38.5,0.23,0.6,15.2,0,24,15,9,1,1,0
"Yoel","Eibar","ESP","GK",NA,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Yoshinori Mutō","Eibar","JPN","FW","MF",28,1,2,0,0,22,5,22.7,0.05,0.2,15.6,0,27,15,12,3,2,1
"Youssef En-Nesyri","Sevilla","MAR","FW",NA,23,0,18,0,0,78,27,34.6,0.23,0.67,12.2,0,36,19,17,8,1,7
"Youssouf Koné","Elche","MLI","DF","MF",25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Yunus Musah","Valencia","USA","MF",NA,17,0,1,0,0,6,2,33.3,0.17,0.5,19,0,27,19,8,0,0,0
"Yuri Berchiche","Athletic Club","ESP","DF",NA,30,3,4,0,0,16,6,37.5,0.06,0.17,19.5,0,42,35,7,4,3,1
